5, "CrystalDiskMark в мене чомусь не протестував флешку, тож провів власний тест, записавши фільм в BDRip якості об'ємом 2.18Гб на порожню флешку і з неї через порт USB 3.0. В якості накопичувача в мене встановлено ССД. З ЖД результати читання можуть бути скромніші(Згідно з windows навантаження на ССД при читанні було біля 25-29%). Середня швидкість запису: 10-11Мб/с. Час на запис: 3 хв 41 с. Середня швидкість читання: 122Мб/с Час на читання:18 секунд. Відповідно ця флешка мало чим відрізняється від аналогів і пропонує низьку швидкість читання і високу швидкість запису. На мою думку своїх грошей вона варта. На коробці також заявлена підтримка USB 3.1."
5, "Хороший дизайн,быстрая флешка"
4, "Загалом досить непогана флешка."
5, "не вразлива до некоректних завершень)."
5, "Отличная флешка,со своими обязанностями справляется на ура, всем рекомендую!"
5, "Все понравилось"
5, "Замовив на днях флешку Думав буде швидкість 3-5 мб/с в usb 2.0 ,так ні,швидкість 7-8 мб/с Рекомендую!! Чудова ціна і чудова флешка"
5, "Хорошая флешка"
5, "Обычная флешка, брал для бекапа системы (люблю часто экспериментировать) со своей задачей справляется. Спасибо розетке за быструю доставку."
5, "Учень удобный форм-фактор флешки. Использую как средство восстановления для ОС и WinPE. Скорость отличная. Покупкой доволен."
5, "Отличная флешка. У меня таких две, одну брал года полтора назад в другом магазине, вторую недавно здесь в Розетке, полет нормальный у обеих. Скорость точно не мерял, но по ощущениям, при подключении к USB 3.0 запись/чтение очень быстрые."
5, "все круто, покупкой доволен"
5, "Брав для установки windows справилась на ураа, дуже всьо швидко не сподівався. Задоволений всім ."
4, "тяжело ходит затвор(может так и надл)"
5, "Очень хорошая флешка за хорошую цену. Отлично и быстро с нее устанавливается Windows/Linux."
5, "Недавно покупал две флешки данного типа на 16 и 32 Gb, то покупка радует. Быстрая передача данных usb 3.0, и цена относительно приемлема. Заказал бы еще парочку, в хозяйстве и работе не помешает :)"
5, "Хорошая флешка, особенно за такую цену!"
5, "отличная флешка. мой максимум скорости передачи данных получился 102 Мб/сек. это при условии чтения с флешки через интерфейс USB 3.0 цельного файла (в моем случае образа iso). качество сборки нормальное. конечно за время активного ее использования около 4 мес. открываться она стала легче, но не разболталась и не торохтит. очень понравилось исполнение надписи "16GB". сделано из перламутра и переливается всеми цветами. очень прикольно. в общем кто думает брать - берите. соотношение цена/качество на высоте."
5, "Отличная флешка за свои деньги. Красивый дизайн и хорошая производительность. Спасибо Розетке. Доставили быстро и оперативно."
5, "Хорошая флешка которая полностью удовлетворяет в скорости работы. Цена тоже нелохая. Единственое что защёлка в механизме открывания снашивается (всё таки это пластик) и потом присутствует болтание кришки хоть и небольшое но всё же хорошо заметное."
4, "Что качается скорости, не могу отнести ее к положительной или отрицательной стороне. У меня нет с чем сравнить, так как эта первая которой пользуюсь. Немного конкретики и цифр: тестировал при помощи Check Flash 1.16.2 средняя скорость записи 16.8 мб/с - 17.5 мб/с, чтения 29 мб/с"
5, "Крутая флешка Kingston как всегда Number One!! :-)"
4, "Хороша флешка для повсякденної роботи"
5, "Швидкість запису на ЮСБ 2.0 - 13,5 МБ зчитування 32 МБ. Суровий дизайн, чималий розмір, в кишені шукати не прийдеться. Також потішило міцне вушко для шнурочка. Покупкою задоволений."
5, "Отличная, красивая флешка, отлично работает)"
4, "Цілком задоволений"
5, "Чудова флешка. Швидка та якісний корпус."
5, "Посмотрим, как насчет надёжности, 2 ранее купленные флэшки на 16ГБ силикон пауэр и трансценд вышли из строя за год эксплуатации (не опознаются компьютером)."
5, "Выбрал эту в основном из-за ее конструкции. Обычная флешка, 3.0 не использую так что ничего сказать не могу. Работает исправно пока уже 3 месяца."
5, "Швидка доставка. Флешка в хороша + є підтримка USB 3.0 Із недостатків хіба що трохи великий розмір"
5, "Отличная флешка"
4, "за свои деньги отличная"
5, "Очень доволен покупкой, рекомендую"
5, "хотите покупать, берите это самый адекватный вариант из тех что есть на рынке, хотя есть и компактнее но только под 2.0"
4, "Нормальна флешка із середніми характеристиками як для свого цінового класу."
5, "Качество сборки немного хромает, но это не на что не влияет. Чувствуется небольшой люфт корпуса."
5, "За такую приемлемую цену,это хорошая флэшка.Скорость не супер,но довольно нормально usb3.0 ."
5, "Стабильная и быстрая работа - всё, что требуется от флешки"
5, "Отличная флешка марки Кингстон, привосходная скорость как закачки так и вигрузки,купил уже 2-рую."
5, "Неплохая флешка ,дизайн прикольный)"
5, "Советую."
5, "Нормальна флешка за такі гроші"
5, "Удобная, Быстро все перекидывается !"
5, "Нормальна флешка за такі гроші, швидкість USB 3.0 заслужена."
5, "за такую цену хорошая флешка, нареканий нет."
4, "Флешка варта витрачених на неї коштів"
5, "Отличная флешка"
5, "Флешка дуже хороша."
5, "Удобная и компактная флешка"
3, "Покупал флешку не в Розетке, но это не принципиально. Тут сама суть... до 6МБ/сек запись и 32МБ/сек чтение. Честно говоря расчитывал на больше."
3, "обычная с завышеной ценой флешка, кому нужна скорость выбирайте другую"
5, "Чудова флешка! Скорость передачі 25мб/с стандартно."
3, "Купил-пожалел."
3, "Замечательно подойдет всем кто использует флешку для хранения текстовых документов небольшого размера."
5, "Очень доволен покупкой! Спасибо!"
3, "Купил и оказался неприятно удивлен. Тут на сайте пишут отзывы про феноменальные 120мб/с и т.д. Заказал себе 3 штуки. Скорость записи на первую - 4мб/с, скорость записи тех же файлов на вторую - 10мб/с, на третью - 20-30мб/с. Ставлю этой флешке оценку только 3 из 5 за ее цену. Что ж еще вы хотите за 100 грн? Ее собратья с высокими скоростями и стоят втрое больше, и габаритами покрупнее раза в 2-3. Но отзывы пользователей меня сильно подвели, ожидал существенно бОльшего после их прочтения"
4, "очень доволен покупкой! хорошая скорость работы с данными!"
4, "Нормальная флешка. Скорость передачи ,быстрее чем у обычной. Папка с документами 4 ГБ, копируется на флешку в 2 раза быстрее чем на обычную."
